lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,orientation,elevation,intersections,comment_code,comments
Little Crooked Lake,LC,14,LC,14531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Little Crooked Lake,LC,14,LC,14541,5,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Little Crooked Lake,LC,14,LC,14551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Little Crooked Lake,LC,14,LC,14611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Crooked Lake,LC,14,LC,14621,6,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16,0,640,0,3,0,1,OBL,1,,0,
Little Crooked Lake,LC,14,LC,14631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14651,6,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,863,0,3,0,1,PERP,1,,0,
Little Crooked Lake,LC,14,LC,14711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Crooked Lake,LC,14,LC,14751,7,E,1,LOG,N,CONIFER,,conifer,14,0,1000,1,3,1,1,PERP,1,,5,5 = estimated Length or diameter:Longer than 10 m
Little Crooked Lake,LC,14,LC,14821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Crooked Lake,LC,14,LC,14831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Crooked Lake,LC,14,LC,14421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Crooked Lake,LC,14,LC,14521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: 
Little Crooked Lake,LC,14,LC,14721,7,B,1,LOG,N,UNK,,unknown,16,0,751,0,3,0,1,OBL,1,,0,
Little Crooked Lake,LC,14,LC,14811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little John Lake,LJ,36,LJ,36111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36151,1,E,1,LOG,N,UNK,,unknown,16.2,0,,,1,0,3,OBL,0,0,0,
Little John Lake,LJ,36,LJ,36211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10,0,,,3,0,3,PERP,1,0,99,99=Misc note: ATTACHED TO NEXT LOG (WHICH IS LESS THAN 10 CM AND THEREFORE SHOULD BE MARKED AS A TALLY)
Little John Lake,LJ,36,LJ,36211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.1,0,,,3,0,3,PERP,0,0,0,
Little John Lake,LJ,36,LJ,36221,2,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.7,0,,,3,3,1,PERP,3,0,9,9=Unusual or mixed source(Cut marks on one end and beavertooth marks on the other): FIRE
Little John Lake,LJ,36,LJ,36231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18,0,,,3,3,1,PERP,3,0,0,
Little John Lake,LJ,36,LJ,36241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36321,3,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.9,0,,,1,0,2,PERP,0,0,0,
Little John Lake,LJ,36,LJ,36331,3,C,1,LOG,N,UNK,,unknown,14.3,0,,,3,0,3,OBL,0,0,0,
Little John Lake,LJ,36,LJ,36341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36351,3,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11.3,0,,,3,2,2,PERP,2,0,0,
Little John Lake,LJ,36,LJ,36411,4,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36441,4,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36451,4,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36511,5,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36521,5,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36541,5,D,1,LOG,UNK,CONIFER,,conifer,14.6,0,,,2,0,2,PARA,1,0,0,
Little John Lake,LJ,36,LJ,36551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36611,6,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: ROWED AT .5 METER
Little John Lake,LJ,36,LJ,36621,6,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: ROWED AT .5 METER
Little John Lake,LJ,36,LJ,36631,6,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: ROWED AT .5 METER
Little John Lake,LJ,36,LJ,36641,6,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: ROWED AT .5 METER
Little John Lake,LJ,36,LJ,36651,6,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,16,16= Rowed Transect that contains no logs: ROWED AT .5 METER
Little John Lake,LJ,36,LJ,36711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36721,7,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36731,7,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36741,7,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36851,8,E,1,LOG,N,CONIFER,,conifer,19.2,0,,,3,0,3,OBL,0,0,0,
Little John Lake,LJ,36,LJ,36141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36431,4,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36531,5,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little John Lake,LJ,36,LJ,36811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: 
Little Rock Lake - North,LN,24,LRN,24411,4,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,,,2,0,4,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24411,4,A,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11,0,,,2,0,2,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24421,4,B,1,LOG,N,CONIFER,,conifer,13,0,,,3,0,4,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24421,4,B,1,LOG,N,HARDWOOD,,hardwood,20,0,,,3,0,3,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24421,4,B,1,LOG,N,CONIFER,,conifer,20,0,,,1,0,5,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,CONIFER,,conifer,13,0,,,3,0,4,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,HARDWOOD,,hardwood,16,0,,,3,0,3,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,CONIFER,,conifer,18,0,,,2,0,4,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,CONIFER,,conifer,22,0,,,3,0,4,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,CONIFER,,conifer,22,0,,,2,0,5,OBL,0,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,N,CONIFER,,conifer,34,0,,,3,1,4,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24441,4,D,1,LOG,N,CONIFER,,conifer,13,0,,,1,1,3,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24441,4,D,1,LOG,N,CONIFER,,conifer,13,0,,,1,0,4,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24441,4,D,1,LOG,N,CONIFER,,conifer,25,0,,,2,0,4,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24441,4,D,1,LOG,N,CONIFER,,conifer,32.5,0,,,3,0,4,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24451,4,E,1,LOG,N,CONIFER,,conifer,11,0,,,2,0,2,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,17,0,,,2,0,2,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18,0,,,2,0,3,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24511,5,A,1,LOG,U,CONIFER,,conifer,21,0,,,1,0,2,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24521,5,B,1,LOG,N,CONIFER,,conifer,12,0,,,3,0,5,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24541,5,D,1,LOG,N,CONIFER,,conifer,20,0,,,3,0,5,OBL,0,,0,
Little Rock Lake - North,LN,24,LRN,24551,5,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - North,LN,24,LRN,24611,6,A,1,LOG,B,HARDWOOD,,hardwood,12,0,,,3,1,2,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24611,6,A,1,LOG,N,CONIFER,,conifer,13,0,,,3,0,4,PARA,1,,0,
Little Rock Lake - North,LN,24,LRN,24611,6,A,1,LOG,N,CONIFER,,conifer,19,0,,,3,0,4,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11,0,,,2,0,1,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,11.5,0,,,2,0,2,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,13.5,0,,,1,0,1,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,14,0,,,1,0,1,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,14.5,0,,,1,0,1,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,N,CONIFER,,conifer,15,0,,,2,1,2,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24631,6,C,1,LOG,B,HARDWOOD,,hardwood,18.5,0,,,3,2,1,PERP,3,,99,99=Misc note: beaver chewed off most branches
Little Rock Lake - North,LN,24,LRN,24631,6,C,1,LOG,B,HARDWOOD,,hardwood,15,0,,,1,0,2,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24631,6,C,1,LOG,B,HARDWOOD,,hardwood,17,0,,,3,1,2,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24631,6,C,1,LOG,N,CONIFER,,conifer,35,0,,,3,0,3,PARA,3,,0,
Little Rock Lake - North,LN,24,LRN,24641,6,D,1,LOG,N,CONIFER,,conifer,22,0,,,3,0,4,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24641,6,D,1,LOG,N,CONIFER,,conifer,31,0,,,1,0,5,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24651,6,E,1,LOG,N,CONIFER,,conifer,21,0,,,2,0,3,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24651,6,E,1,LOG,N,CONIFER,,conifer,30,0,,,3,0,3,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24651,6,E,1,LOG,N,CONIFER,,conifer,32,0,,,3,0,3,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24721,7,B,1,LOG,N,CONIFER,,conifer,18,0,,,3,0,3,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24721,7,B,1,LOG,N,CONIFER,,conifer,24,0,,,2,0,5,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24731,7,C,1,LOG,N,CONIFER,,conifer,20.1,0,,,3,2,2,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24731,7,C,1,LOG,N,CONIFER,,conifer,24,0,,,1,0,4,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24741,7,D,1,LOG,B,HARDWOOD,,hardwood,15.3,0,,,3,0,3,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24741,7,D,1,LOG,B,HARDWOOD,,hardwood,24,0,,,2,0,4,PARA,2,,0,
Little Rock Lake - North,LN,24,LRN,24811,8,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24821,8,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24831,8,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24841,8,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24851,8,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24141,1,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - North,LN,24,LRN,24211,2,A,1,LOG,N,CONIFER,,conifer,16.5,0,,,3,0,3,OBL,2,,0,
Little Rock Lake - North,LN,24,LRN,24211,2,A,1,LOG,N,CONIFER,,conifer,20,0,,,3,0,4,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24211,2,A,1,LOG,N,CONIFER,,conifer,20,0,,,1,0,4,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24221,2,B,1,LOG,N,CONIFER,,conifer,37,0,,,3,0,4,PERP,1,,99,99=Misc note: ELEVATION 2 AFTER 1/2 M
Little Rock Lake - North,LN,24,LRN,24221,2,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,10,0,,,1,0,2,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24221,2,B,1,LOG,N,CONIFER,,conifer,20,0,,,2,0,4,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24231,2,C,1,LOG,N,CONIFER,,conifer,15,0,,,2,1,3,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24241,2,D,1,LOG,N,CONIFER,,conifer,18,0,,,3,0,4,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24241,2,D,1,LOG,N,CONIFER,,conifer,20,0,,,1,0,5,OBL,0,,0,
Little Rock Lake - North,LN,24,LRN,24241,2,D,1,LOG,N,CONIFER,,conifer,30,0,,,3,0,5,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24251,2,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,14,0,,,3,2,2,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24251,2,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,16,0,,,3,1,2,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24251,2,E,1,LOG,N,CONIFER,,conifer,20,0,,,1,1,4,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24311,3,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - North,LN,24,LRN,24321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - North,LN,24,LRN,24331,3,C,1,LOG,N,CONIFER,,conifer,24,0,,,3,0,5,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24341,3,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - North,LN,24,LRN,24351,3,E,1,LOG,N,CONIFER,,conifer,15,0,,,3,0,3,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24211,2,A,1,LOG,N,CONIFER,,conifer,32,0,,,2,0,5,PERP,1,,99,99=Misc note: ELEVATION 2 AFTER 1/2 M
Little Rock Lake - North,LN,24,LRN,24221,2,B,1,LOG,B,BEPA,Betula papyrifera ,paper birch,10.5,0,,,2,2,2,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24251,2,E,1,LOG,N,CONIFER,,conifer,30,0,,,2,0,5,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24331,3,C,1,LOG,N,CONIFER,,conifer,22,0,,,3,0,5,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24351,3,E,1,LOG,N,CONIFER,,conifer,24,0,,,3,0,4,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24421,4,B,1,LOG,N,CONIFER,,conifer,12,0,,,1,0,5,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24421,4,B,1,LOG,N,CONIFER,,conifer,20,0,,,1,0,5,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24431,4,C,1,LOG,B,HARDWOOD,,hardwood,18,0,,,1,0,3,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24441,4,D,1,LOG,N,CONIFER,,conifer,17,0,,,3,0,4,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24451,4,E,1,LOG,B,BEPA,Betula papyrifera ,paper birch,12.2,0,,,3,0,2,PERP,2,,0,
Little Rock Lake - North,LN,24,LRN,24451,4,E,1,LOG,N,UNK,,unknown,30,0,,,3,0,4,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24531,5,C,1,LOG,N,CONIFER,,conifer,15,0,,,2,0,5,OBL,0,,0,
Little Rock Lake - North,LN,24,LRN,24611,6,A,1,LOG,B,HARDWOOD,,hardwood,13,0,,,2,0,2,PERP,3,,0,
Little Rock Lake - North,LN,24,LRN,24621,6,B,1,LOG,B,HARDWOOD,,hardwood,11,0,,,1,0,2,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24641,6,D,1,LOG,N,CONIFER,,conifer,11,0,,,1,0,5,PERP,0,,0,
Little Rock Lake - North,LN,24,LRN,24651,6,E,1,LOG,N,CONIFER,,conifer,22,0,,,1,0,4,OBL,1,,0,
Little Rock Lake - North,LN,24,LRN,24711,7,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - North,LN,24,LRN,24741,7,D,1,LOG,N,CONIFER,,conifer,14,0,,,1,0,3,PERP,1,,0,
Little Rock Lake - North,LN,24,LRN,24751,7,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25111,1,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - South,LR,25,LRS,25121,1,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - South,LR,25,LRS,25131,1,C,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25151,1,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - South,LR,25,LRS,25211,2,A,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25221,2,B,1,LOG,U,CONIFER,,conifer,22,0,,,2,0,2,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25231,2,C,1,LOG,B,UNK,,unknown,11,0,,,3,0,2,PERP,0,,0,
Little Rock Lake - South,LR,25,LRS,25231,2,C,1,LOG,B,UNK,,unknown,12,0,,,3,0,2,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25231,2,C,1,LOG,N,CONIFER,,conifer,13,0,,,2,0,4,OBL,1,,0,
Little Rock Lake - South,LR,25,LRS,25241,2,D,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - South,LR,25,LRS,25251,2,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >5cm dia
Little Rock Lake - South,LR,25,LRS,25321,3,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25331,3,C,1,LOG,,CONIFER,,conifer,21,0,,,1,0,4,OBL,0,,0,
Little Rock Lake - South,LR,25,LRS,25341,3,D,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12,0,,,3,0,2,PERP,2,,0,
Little Rock Lake - South,LR,25,LRS,25351,3,E,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25411,4,A,1,LOG,N,UNK,,unknown,12,0,,,3,0,4,PERP,0,,0,
Little Rock Lake - South,LR,25,LRS,25411,4,A,1,LOG,N,CONIFER,,conifer,29,0,,,3,0,4,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25421,4,B,1,,,NO_LOGS,,no logs present,,,,,,,,,,,1,1= No logs in transect: NO CWD >10cm dia
Little Rock Lake - South,LR,25,LRS,25431,4,C,1,LOG,N,CONIFER,,conifer,11,0,,,3,0,4,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25441,4,D,1,LOG,N,CONIFER,,conifer,15,0,,,1,0,3,PERP,0,,0,
Little Rock Lake - South,LR,25,LRS,25511,5,A,1,LOG,N,CONIFER,,conifer,15,0,,,2,0,5,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25511,5,A,1,LOG,N,CONIFER,,conifer,20,0,,,2,0,5,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25521,5,B,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16,0,,,3,1,2,OBL,1,,0,
Little Rock Lake - South,LR,25,LRS,25521,5,B,1,LOG,N,CONIFER,,conifer,23,0,,,1,0,3,PARA,1,,0,
Little Rock Lake - South,LR,25,LRS,25531,5,C,1,LOG,N,CONIFER,,conifer,19,0,,,1,0,4,PARA,1,,0,
Little Rock Lake - South,LR,25,LRS,25541,5,D,1,LOG,N,CONIFER,,conifer,22,0,,,3,0,3,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25541,5,D,1,LOG,N,CONIFER,,conifer,28,0,,,1,1,2,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25551,5,E,1,LOG,N,CONIFER,,conifer,38,0,,,2,0,4,OBL,1,,0,
Little Rock Lake - South,LR,25,LRS,25611,6,A,1,LOG,N,CONIFER,,conifer,11,0,,,3,0,4,PARA,1,,0,
Little Rock Lake - South,LR,25,LRS,25611,6,A,1,LOG,N,CONIFER,,conifer,20,0,,,1,0,4,PERP,0,,0,
Little Rock Lake - South,LR,25,LRS,25621,6,B,1,LOG,N,CONIFER,,conifer,20,0,,,3,0,4,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25621,6,B,1,LOG,N,CONIFER,,conifer,26,0,,,3,0,4,PERP,2,,0,
Little Rock Lake - South,LR,25,LRS,25621,6,B,1,LOG,N,CONIFER,,conifer,28,0,,,2,0,3,OBL,1,,0,
Little Rock Lake - South,LR,25,LRS,25631,6,C,1,LOG,N,CONIFER,,conifer,18.5,0,,,3,1,3,PERP,2,,0,
Little Rock Lake - South,LR,25,LRS,25631,6,C,1,LOG,N,CONIFER,,conifer,20,0,,,2,0,4,PERP,1,,0,
Little Rock Lake - South,LR,25,LRS,25631,6,C,1,LOG,N,CONIFER,,conifer,39,0,,,3,1,4,PERP,2,,0,
