lakename,lakeid,lake_number,lake_abbr_biocom,plotid,site,plot,zone,type,source,species,scientific_name,common_name,diameter,diameter_estimated,length,length_estimated,length_range_code,branchiness,decay,comment_code,comments
Papoose Lake,PP,56,PP,56451,4,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18.1,0,1280,0,3,1,2,0,
Papoose Lake,PP,56,PP,56451,4,E,1,LOG,N,HARDWOOD,,hardwood,22.8,0,879,0,3,0,4,0,
Papoose Lake,PP,56,PP,56451,4,E,1,LOG,B,POGR,Populus grandidentata ,big tooth aspen,23.4,0,1345,0,3,0,5,0,
Papoose Lake,PP,56,PP,56451,4,E,1,LOG,N,POGR,Populus grandidentata ,big tooth aspen,30.8,0,1802,0,3,0,4,0,
Nebish Lake,NE,39,NE,39311,3,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,17.3,0,,0,,,,0,
Nebish Lake,NE,39,NE,39311,3,A,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,19,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39311,3,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,21.5,0,,0,,,,0,
Nebish Lake,NE,39,NE,39311,3,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,21.8,0,,0,,,,0,
Nebish Lake,NE,39,NE,39331,3,C,1,STUMP,N,UNK,,unknown,22.1,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39331,3,C,1,LOG,N,CONIFER,,conifer,12,0,550,0,2,1,2,0,
Nebish Lake,NE,39,NE,39331,3,C,1,LOG,N,CONIFER,,conifer,16.1,0,353,0,2,0,5,0,
Nebish Lake,NE,39,NE,39331,3,C,1,LOG,N,CONIFER,,conifer,21.2,0,310,0,2,0,2,0,
Nebish Lake,NE,39,NE,39342,3,D,2,SNAG,N,UNK,,unknown,10.5,0,,0,,1,,0,
Nebish Lake,NE,39,NE,39342,3,D,2,LOG,N,UNK,,unknown,14,0,1103,0,3,1,3,0,
Nebish Lake,NE,39,NE,39342,3,D,2,LOG,N,QURU,Quercus rubra,northern red oak,19.2,0,1556,0,3,1,1,0,
Nebish Lake,NE,39,NE,39342,3,D,2,LOG,N,HARDWOOD,,hardwood,17.2,0,1472,0,3,1,2,0,
Nebish Lake,NE,39,NE,39342,3,D,2,SNAG,N,HARDWOOD,,hardwood,21,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39342,3,D,2,SNAG,N,HARDWOOD,,hardwood,21,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39342,3,D,2,LOG,N,CONIFER,,conifer,13,0,582,0,2,2,4,0,
Nebish Lake,NE,39,NE,39342,3,D,2,SNAG,N,BEPA,Betula papyrifera ,paper birch,21.5,0,,0,,1,,0,
Nebish Lake,NE,39,NE,39342,3,D,2,SNAG,N,ACRU,Acer rubrum,red maple,17.9,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39343,3,D,3,SNAG,N,UNK,,unknown,15.3,0,,0,,2,,0,
Nebish Lake,NE,39,NE,39343,3,D,3,LOG,N,HARDWOOD,,hardwood,10.4,0,467,0,2,0,,0,
Nebish Lake,NE,39,NE,39343,3,D,3,STUMP,N,HARDWOOD,,hardwood,14.6,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39343,3,D,3,LOG,N,HARDWOOD,,hardwood,128.77,0,254,0,1,0,2,0,
Nebish Lake,NE,39,NE,39343,3,D,3,LOG,N,CONIFER,,conifer,18,0,258,0,1,0,5,0,
Nebish Lake,NE,39,NE,39343,3,D,3,LOG,N,BEPA,Betula papyrifera ,paper birch,15.4,0,265,0,1,0,4,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,UNK,,unknown,11,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,UNK,,unknown,14,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,UNK,,unknown,14.1,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,UNK,,unknown,20,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,CONIFER,,conifer,11,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39351,3,E,1,LOG,N,CONIFER,,conifer,12.3,0,910,0,3,3,4,0,
Nebish Lake,NE,39,NE,39351,3,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,39,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39411,4,A,1,LOG,N,UNK,,unknown,17.2,0,586,0,2,0,,0,
Nebish Lake,NE,39,NE,39431,4,C,1,STUMP,N,CONIFER,,conifer,58,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39451,4,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Nebish Lake,NE,39,NE,39511,5,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18.3,0,730,0,3,2,2,0,
Nebish Lake,NE,39,NE,39511,5,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,26.8,0,,0,,2,,0,
Nebish Lake,NE,39,NE,39511,5,A,1,SNAG,N,ACRU,Acer rubrum,red maple,19.2,0,,0,,2,,0,
Nebish Lake,NE,39,NE,39531,5,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,10.8,0,1265,0,3,2,1,0,
Nebish Lake,NE,39,NE,39531,5,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.4,0,833,0,,0,5,99,99=Misc note: Datasheet lists length as 83.3 -  interpreted as 833
Nebish Lake,NE,39,NE,39551,5,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Nebish Lake,NE,39,NE,39611,6,A,1,LOG,N,UNK,,unknown,13.5,0,240,0,1,0,5,0,
Nebish Lake,NE,39,NE,39611,6,A,1,LOG,N,UNK,,unknown,19.2,0,905,0,3,0,5,0,
Nebish Lake,NE,39,NE,39611,6,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,21.9,0,621,0,3,0,4,0,
Nebish Lake,NE,39,NE,39611,6,A,1,STUMP,N,BEAL,Betula alleghaniensis ,yellow birch,22.5,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39611,6,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,13.5,0,612,0,3,3,4,0,
Nebish Lake,NE,39,NE,39611,6,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,19.1,0,689,0,3,3,2,0,
Nebish Lake,NE,39,NE,39611,6,A,1,STUMP,N,ABBA,Abies balsamea ,balsam fir,19.1,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39631,6,C,1,SNAG,N,UNK,,unknown,13.7,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39631,6,C,1,STUMP,N,CONIFER,,conifer,18,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39631,6,C,1,LOG,N,CONIFER,,conifer,18.2,0,1030,0,3,1,3,0,
Nebish Lake,NE,39,NE,39631,6,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.3,0,802,0,3,3,0,0,
Nebish Lake,NE,39,NE,39631,6,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,10.2,0,620,0,3,3,1,0,
Nebish Lake,NE,39,NE,39631,6,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,11.5,0,6665,0,3,2,1,0,
Nebish Lake,NE,39,NE,39631,6,C,1,LOG,N,ABBA,Abies balsamea ,balsam fir,13.7,0,632,0,3,2,1,0,
Nebish Lake,NE,39,NE,39651,6,E,1,LOG,N,UNK,,unknown,15.6,0,543,0,2,0,4,0,
Nebish Lake,NE,39,NE,39651,6,E,1,LOG,N,UNK,,unknown,25.4,0,277,0,1,0,5,0,
Nebish Lake,NE,39,NE,39651,6,E,1,STUMP,N,UNK,,unknown,105,0,,0,,,,0,
Nebish Lake,NE,39,NE,39651,6,E,1,LOG,N,PIGL,Picea glauca ,white spruce,12.6,0,1155,0,3,3,0,0,
Nebish Lake,NE,39,NE,39651,6,E,1,LOG,N,CONIFER,,conifer,18.5,0,360,0,2,,,0,
Nebish Lake,NE,39,NE,39651,6,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15,0,195,0,1,5,0,0,
Nebish Lake,NE,39,NE,39651,6,E,1,SNAG,N,ABBA,Abies balsamea ,balsam fir,7.1,0,,0,,3,,0,
Nebish Lake,NE,39,NE,39711,7,A,1,STUMP,B,UNK,,unknown,15.7,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,410,0,2,0,4,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.4,0,268,0,1,0,4,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.5,0,570,0,2,0,3,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.6,0,266,0,1,0,5,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.2,0,227,0,1,0,4,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.4,0,367,0,2,,,0,
Nebish Lake,NE,39,NE,39711,7,A,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,13.4,0,,0,,,,0,
Nebish Lake,NE,39,NE,39711,7,A,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,13.4,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39711,7,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.6,0,520,1,2,0,3,2,2 = measured to H2O(assume length estimated): TO WATER
Nebish Lake,NE,39,NE,39712,7,A,2,LOG,N,UNK,,unknown,12,0,690,0,3,0,5,0,
Nebish Lake,NE,39,NE,39712,7,A,2,LOG,N,UNK,,unknown,14,0,389,0,2,0,5,0,
Nebish Lake,NE,39,NE,39712,7,A,2,LOG,N,UNK,,unknown,17.4,0,160,0,1,0,4,0,
Nebish Lake,NE,39,NE,39712,7,A,2,LOG,N,BEPA,Betula papyrifera ,paper birch,15,0,210,0,1,0,4,0,
Nebish Lake,NE,39,NE,39712,7,A,2,LOG,N,BEPA,Betula papyrifera ,paper birch,18,0,250,0,1,0,4,0,
Nebish Lake,NE,39,NE,39731,7,C,1,LOG,N,CONIFER,,conifer,24,0,320,0,2,0,4,0,
Nebish Lake,NE,39,NE,39731,7,C,1,SNAG,N,ACRU,Acer rubrum,red maple,11.8,0,,0,,1,,0,
Nebish Lake,NE,39,NE,39731,7,C,1,LOG,N,ACRU,Acer rubrum,red maple,21,0,1221,0,3,2,1,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,HARDWOOD,,hardwood,10.9,0,202,0,1,0,2,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,HARDWOOD,,hardwood,10.9,0,383,0,2,0,2,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,HARDWOOD,,hardwood,18.5,0,930,0,3,1,2,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,BEPA,Betula papyrifera ,paper birch,13.9,0,835,0,3,0,1,0,
Nebish Lake,NE,39,NE,39733,7,C,3,STUMP,N,ACRU,Acer rubrum,red maple,22.1,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,ACRU,Acer rubrum,red maple,22.2,0,710,0,3,0,1,0,
Nebish Lake,NE,39,NE,39733,7,C,3,LOG,N,ACRU,Acer rubrum,red maple,30,0,220,0,1,0,5,0,
Nebish Lake,NE,39,NE,39751,7,E,1,LOG,N,CONIFER,,conifer,28.6,0,1222,0,3,1,4,0,
Nebish Lake,NE,39,NE,39751,7,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,270,0,1,0,1,0,
Nebish Lake,NE,39,NE,39751,7,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.1,0,176,0,1,0,5,0,
Nebish Lake,NE,39,NE,39751,7,E,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,27,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39811,8,A,1,LOG,N,CONIFER,,conifer,26.7,0,1240,0,3,3,4,0,
Nebish Lake,NE,39,NE,39811,8,A,1,STUMP,N,CONIFER,,conifer,23,0,,0,,0,,99,99=Misc note: SLIVER OF STUMP ABOVE BREAST HEIGHT
Nebish Lake,NE,39,NE,39831,8,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11,0,856,0,3,0,4,0,
Nebish Lake,NE,39,NE,39831,8,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,15.7,0,702,0,3,0,4,0,
Nebish Lake,NE,39,NE,39831,8,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.4,0,580,0,2,0,2,0,
Nebish Lake,NE,39,NE,39831,8,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.8,0,387,1,2,0,1,2,2 = measured to H2O(assume length estimated): TO WATER
Nebish Lake,NE,39,NE,39851,8,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,12.7,0,168,1,,0,3,0,
Nebish Lake,NE,39,NE,39851,8,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,15.4,0,,0,,0,,0,
Nebish Lake,NE,39,NE,39851,8,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.2,0,336,0,2,0,2,0,
Nebish Lake,NE,39,NE,39851,8,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.8,0,332,0,2,0,5,0,
Nebish Lake,NE,39,NE,39851,8,E,1,SNAG,N,BEPA,Betula papyrifera ,paper birch,17.9,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40111,1,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40151,1,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40211,2,A,1,LOG,N,UNK,,unknown,28,0,1100,0,3,0,4,0,
Palmer Lake,PA,40,PA,40211,2,A,1,SNAG,N,ALRU,Alnus rugosa ,speckled alder,5,0,,0,,2,,0,
Palmer Lake,PA,40,PA,40211,2,A,1,SNAG,N,ALRU,Alnus rugosa ,speckled alder,5.6,0,,0,,3,,0,
Palmer Lake,PA,40,PA,40231,2,C,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40311,3,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40331,3,C,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40351,3,E,1,LOG,N,UNK,,unknown,16,0,240,0,1,1,3,0,
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,CONIFER,,conifer,13.9,0,265,0,1,0,3,0,
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,CONIFER,,conifer,19.1,0,914,0,3,0,4,0,
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,CONIFER,,conifer,19.2,0,738,0,3,0,5,0,
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,CONIFER,,conifer,23,0,459,0,2,0,5,0,
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,CONIFER,,conifer,31,0,681,0,3,0,2,0,
Palmer Lake,PA,40,PA,40411,4,A,1,SNAG,N,CONIFER,,conifer,27,0,,0,,3,4,99,99=Misc note: ON GROUND
Palmer Lake,PA,40,PA,40411,4,A,1,LOG,N,ABBA,Abies balsamea ,balsam fir,14.1,0,539,0,2,1,2,0,
Palmer Lake,PA,40,PA,40431,4,C,1,SNAG,N,UNK,,unknown,25.9,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,UNK,,unknown,11,0,862,0,3,0,5,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,THOC,Thuja occidentalis ,northern white cedar,12.8,0,750,0,3,0,3,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,THOC,Thuja occidentalis ,northern white cedar,16.3,0,554,0,2,0,3,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,THOC,Thuja occidentalis ,northern white cedar,25.4,0,1220,0,3,0,3,0,
Palmer Lake,PA,40,PA,40442,4,D,2,SNAG,N,THOC,Thuja occidentalis ,northern white cedar,32,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,SNAG,N,THOC,Thuja occidentalis ,northern white cedar,34,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,SNAG,N,FRNI,Fraxinus nigra ,black ash,25,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,SNAG,N,FRNI,Fraxinus nigra ,black ash,33,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,STUMP,N,FRNI,Fraxinus nigra ,black ash,39,0,,0,,0,5,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,CONIFER,,conifer,14,0,321,0,2,0,5,0,
Palmer Lake,PA,40,PA,40442,4,D,2,SNAG,N,BEAL,Betula alleghaniensis ,yellow birch,43,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40442,4,D,2,LOG,N,ABBA,Abies balsamea ,balsam fir,30,0,1830,0,3,3,2,0,
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,14,0,879,0,3,0,4,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,15,0,620,0,3,2,4,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,SNAG,N,CONIFER,,conifer,15,0,,0,,0,,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,16.7,0,930,0,3,2,3,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,19.7,0,433,0,2,0,3,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,20,0,1145,0,3,0,5,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,22,0,990,0,3,2,4,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,39,0,1578,0,3,1,4,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,41,0,1800,0,3,1,3,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,CONIFER,,conifer,43,0,1238,0,3,1,3,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,43,0,1380,0,3,1,1,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,SNAG,N,BEAL,Betula alleghaniensis ,yellow birch,49.9,0,,0,,0,,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,13.5,0,1152,1,,0,2,99,99=Misc note: Length listed as 115.2 interpreted as 1152 -  CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40443,4,D,3,SNAG,N,ABBA,Abies balsamea ,balsam fir,13.8,0,,0,,3,,99,99=Misc note: CWD DOMINANT -  EPHEMERAL WETLAND
Palmer Lake,PA,40,PA,40451,4,E,1,LOG,N,UNK,,unknown,22,0,623,0,3,0,5,0,
Palmer Lake,PA,40,PA,40451,4,E,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,39,0,565,0,2,0,5,0,
Palmer Lake,PA,40,PA,40511,5,A,1,LOG,N,UNK,,unknown,20,0,195,0,1,0,3,0,
Palmer Lake,PA,40,PA,40511,5,A,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,14.3,0,250,0,1,0,1,0,
Palmer Lake,PA,40,PA,40511,5,A,1,LOG,N,CONIFER,,conifer,11,0,540,0,2,0,5,0,
Palmer Lake,PA,40,PA,40511,5,A,1,STUMP,N,CONIFER,,conifer,11,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40511,5,A,1,LOG,N,CONIFER,,conifer,15.6,0,448,0,2,1,2,0,
Palmer Lake,PA,40,PA,40531,5,C,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,60.6,0,1524,0,3,3,0,0,
Palmer Lake,PA,40,PA,40531,5,C,1,LOG,N,CONIFER,,conifer,19.8,0,294,0,1,1,3,0,
Palmer Lake,PA,40,PA,40531,5,C,1,STUMP,U,CONIFER,,conifer,29.1,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40551,5,E,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,14,0,463,0,2,1,1,0,
Palmer Lake,PA,40,PA,40551,5,E,1,SNAG,N,THOC,Thuja occidentalis ,northern white cedar,32,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40551,5,E,1,LOG,N,CONIFER,,conifer,13,0,213,0,1,0,3,0,
Palmer Lake,PA,40,PA,40551,5,E,1,LOG,N,CONIFER,,conifer,25.5,0,363,0,2,0,3,0,
Palmer Lake,PA,40,PA,40551,5,E,1,LOG,N,CONIFER,,conifer,710,0,340,0,2,0,5,0,
Palmer Lake,PA,40,PA,40611,6,A,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40631,6,C,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40651,6,E,1,,,NO_LOGS,,no logs present,,0,,0,,,,1,1= No logs in transect
Palmer Lake,PA,40,PA,40711,7,A,1,LOG,N,CONIFER,,conifer,14.6,0,295,0,1,0,3,0,
Palmer Lake,PA,40,PA,40711,7,A,1,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,30,0,269,0,1,0,3,0,
Palmer Lake,PA,40,PA,40731,7,C,1,SNAG,N,TSCA,Tsuga canadensis ,eastern hemlock,10.2,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40731,7,C,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,28,0,570,1,2,1,3,2,2 = measured to H2O(assume length estimated): TO WATER
Palmer Lake,PA,40,PA,40731,7,C,1,LOG,N,TSCA,Tsuga canadensis ,eastern hemlock,58.7,0,1040,1,3,2,2,2,2 = measured to H2O(assume length estimated): TO WATER
Palmer Lake,PA,40,PA,40731,7,C,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,51,0,860,0,3,2,2,0,
Palmer Lake,PA,40,PA,40731,7,C,1,LOG,N,CONIFER,,conifer,26,0,1220,0,3,0,4,0,
Palmer Lake,PA,40,PA,40731,7,C,1,STUMP,N,CONIFER,,conifer,52,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40731,7,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,24,0,312,0,2,0,5,0,
Palmer Lake,PA,40,PA,40731,7,C,1,STUMP,N,BEPA,Betula papyrifera ,paper birch,42.5,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,UNK,,unknown,26,0,1440,0,3,0,5,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,UNK,,unknown,46,0,700,0,3,0,5,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,UNK,,unknown,49,0,1870,0,3,0,4,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,HARDWOOD,,hardwood,26,0,410,0,2,0,4,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,HARDWOOD,,hardwood,30,0,1100,0,3,0,3,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,CONIFER,,conifer,26,0,570,0,2,0,5,0,
Palmer Lake,PA,40,PA,40743,7,D,3,LOG,N,BEAL,Betula alleghaniensis ,yellow birch,51.5,0,920,0,3,0,2,0,
Palmer Lake,PA,40,PA,40743,7,D,3,SNAG,N,ACSA,Acer saccharum,sugar maple,22,0,,0,,1,,0,
Palmer Lake,PA,40,PA,40751,7,E,1,LOG,N,UNK,,unknown,24,0,253,0,1,0,5,0,
Palmer Lake,PA,40,PA,40751,7,E,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,26,0,1150,0,3,1,3,0,
Palmer Lake,PA,40,PA,40751,7,E,1,SNAG,N,THOC,Thuja occidentalis ,northern white cedar,26,0,,0,,0,,0,
Palmer Lake,PA,40,PA,40751,7,E,1,SNAG,N,THOC,Thuja occidentalis ,northern white cedar,28.5,0,,0,,2,,0,
Palmer Lake,PA,40,PA,40751,7,E,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,30,0,1400,0,3,0,4,0,
Palmer Lake,PA,40,PA,40751,7,E,1,LOG,N,THOC,Thuja occidentalis ,northern white cedar,34,0,237,0,1,0,4,0,
Little Arbor Vitae Lake,LV,50,LAV,50251,2,E,1,LOG,N,HARDWOOD,,hardwood,17.3,0,1050,0,3,2,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50251,2,E,1,LOG,N,HARDWOOD,,hardwood,17.9,0,1200,0,3,3,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50251,2,E,1,LOG,N,BEPA,Betula papyrifera ,paper birch,14.5,0,530,0,2,0,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50251,2,E,1,SNAG,N,HARDWOOD,,hardwood,11.8,0,,0,,0,,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,STUMP,N,ACRU,Acer rubrum,red maple,16.2,0,,0,1,0,,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,HARDWOOD,,hardwood,20,0,295,0,1,0,4,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,16.5,0,1065,0,3,0,2,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,27,0,886,0,3,0,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,B,HARDWOOD,,hardwood,10.9,0,342,0,2,1,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,13.3,0,497,0,2,0,2,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,HARDWOOD,,hardwood,15.2,0,399,0,2,0,4,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,LOG,N,BEPA,Betula papyrifera ,paper birch,18.7,0,348,0,2,0,4,0,
Little Arbor Vitae Lake,LV,50,LAV,50231,2,C,1,SNAG,B,HARDWOOD,,hardwood,35.8,0,,0,,3,,0,
Little Arbor Vitae Lake,LV,50,LAV,50211,2,A,1,LOG,N,BEPA,Betula papyrifera ,paper birch,11.2,0,240,0,1,0,3,0,
Little Arbor Vitae Lake,LV,50,LAV,50211,2,A,1,LOG,N,HARDWOOD,,hardwood,12.6,0,639,0,3,2,2,0,
